epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,2272.44,1.32551,0.51815,0.73511,0.98837,0.96639,0.99138,0.69754,0.80669,0.3756,0.6669,0.0014918,0.0014918,0.0014918
79,2301.67,1.25352,0.51332,0.7314,0.99134,0.96225,0.99085,0.7081,0.79333,0.39268,0.66525,0.0014852,0.0014852,0.0014852
80,2330.2,1.22424,0.49033,0.72948,0.98889,0.97479,0.99442,0.66525,0.82999,0.3814,0.66917,0.0014786,0.0014786,0.0014786
81,2358.96,1.3312,0.52361,0.74668,0.99147,0.9771,0.99395,0.68049,0.75992,0.37006,0.66205,0.001472,0.001472,0.001472
82,2387.57,1.29192,0.5152,0.73834,0.9911,0.93631,0.99091,0.68168,0.79687,0.37995,0.6627,0.0014654,0.0014654,0.0014654
83,2416.08,1.29832,0.53575,0.73095,0.96593,0.96639,0.99044,0.66102,0.79619,0.38669,0.66623,0.0014588,0.0014588,0.0014588
84,2444.81,1.24762,0.48673,0.72296,0.99144,0.97357,0.99207,0.69435,0.74806,0.38057,0.65974,0.0014522,0.0014522,0.0014522
85,2473.35,1.20431,0.4927,0.71428,0.96609,0.9577,0.98927,0.67395,0.78053,0.38755,0.66127,0.0014456,0.0014456,0.0014456
86,2502.05,1.20345,0.4862,0.71494,0.95266,0.94958,0.97756,0.68734,0.74133,0.43901,0.66121,0.001439,0.001439,0.001439
87,2530.79,1.26671,0.49676,0.7299,0.9846,0.95798,0.99144,0.7019,0.76592,0.39869,0.66241,0.0014324,0.0014324,0.0014324
88,2559.22,1.22768,0.4752,0.71425,0.96808,0.95798,0.99215,0.697,0.77606,0.36017,0.66554,0.0014258,0.0014258,0.0014258
89,2587.98,1.26529,0.52338,0.72632,0.95151,0.98948,0.98235,0.68832,0.72996,0.45872,0.65785,0.0014192,0.0014192,0.0014192
90,2616.24,1.20961,0.47375,0.7133,0.98461,0.96639,0.99241,0.67519,0.8284,0.40484,0.67186,0.0014126,0.0014126,0.0014126
91,2644.9,1.24289,0.51511,0.73811,0.98113,0.96639,0.99205,0.67739,0.7815,0.42761,0.66728,0.001406,0.001406,0.001406
92,2673.84,1.1891,0.50691,0.70827,0.96622,0.96134,0.9853,0.67309,0.79895,0.42252,0.66335,0.0013994,0.0013994,0.0013994
93,2702.29,1.22198,0.49166,0.71367,0.98287,0.96454,0.99203,0.70071,0.85157,0.3714,0.66881,0.0013928,0.0013928,0.0013928
