epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,29268.6,1.22694,0.51634,0.79551,0.99137,0.96574,0.99335,0.70399,0.90766,0.4384,0.8095,0.0010958,0.0010958,0.0010958
139,29485.1,1.15781,0.48063,0.7999,1,0.98224,0.99415,0.69507,0.90461,0.47905,0.80763,0.0010892,0.0010892,0.0010892
140,29700.9,1.21794,0.45439,0.80195,0.99151,0.98172,0.99441,0.70427,0.93197,0.41144,0.81011,0.0010826,0.0010826,0.0010826
141,29914.4,1.17234,0.47762,0.79487,0.99736,0.98319,0.99483,0.72285,0.87172,0.41731,0.80716,0.001076,0.001076,0.001076
142,30130.4,1.21967,0.48362,0.80806,0.99824,0.98319,0.99452,0.71523,0.87402,0.42897,0.80492,0.0010694,0.0010694,0.0010694
143,30348.6,1.17575,0.4705,0.80617,0.99979,0.98319,0.99467,0.71295,0.932,0.40403,0.81272,0.0010628,0.0010628,0.0010628
144,30566.4,1.18593,0.50773,0.79341,1,0.96631,0.99286,0.69483,0.8809,0.4154,0.80914,0.0010562,0.0010562,0.0010562
145,30765.1,1.19563,0.4884,0.80736,1,0.98023,0.99437,0.6989,0.90124,0.41683,0.80724,0.0010496,0.0010496,0.0010496
146,31017.2,1.18697,0.46467,0.79461,1,0.97923,0.99387,0.70583,0.89573,0.41543,0.81176,0.001043,0.001043,0.001043
147,31262.2,1.22042,0.49249,0.80029,0.9765,0.97479,0.99352,0.71755,0.89605,0.41739,0.80865,0.0010364,0.0010364,0.0010364
148,31463,1.21148,0.49728,0.80362,0.99725,0.95798,0.98791,0.71349,0.90216,0.42598,0.80854,0.0010298,0.0010298,0.0010298
149,31668.1,1.20805,0.49755,0.79343,0.99612,0.98319,0.99475,0.71096,0.9411,0.47755,0.81143,0.0010232,0.0010232,0.0010232
150,31894.5,1.1473,0.48734,0.79365,0.99672,0.98319,0.99475,0.72808,0.85846,0.42066,0.80613,0.0010166,0.0010166,0.0010166
151,32074.2,1.14967,0.46252,0.79131,0.99856,0.98319,0.99475,0.70008,0.9032,0.43296,0.80801,0.00101,0.00101,0.00101
152,32303.8,1.20259,0.47527,0.79748,0.97449,0.96298,0.99255,0.71107,0.90603,0.43764,0.80792,0.0010034,0.0010034,0.0010034
153,32491,1.19354,0.46923,0.80033,1,0.98145,0.9943,0.7043,0.88746,0.43253,0.80779,0.0009968,0.0009968,0.0009968
154,32721.1,1.12063,0.47165,0.78657,0.96995,0.98319,0.99365,0.69766,0.92744,0.44001,0.81003,0.0009902,0.0009902,0.0009902
155,32975.4,1.17567,0.47656,0.79612,1,0.98049,0.99394,0.70435,0.90774,0.41679,0.81433,0.0009836,0.0009836,0.0009836
156,33188.8,1.16921,0.4619,0.80098,0.98314,0.98017,0.99315,0.71408,0.86742,0.41608,0.80852,0.000977,0.000977,0.000977
157,33432.8,1.14494,0.49755,0.78885,0.98956,0.98319,0.99355,0.71731,0.92243,0.4066,0.81597,0.0009704,0.0009704,0.0009704
158,33672.3,1.16931,0.49253,0.79083,0.983,0.97184,0.9924,0.70701,0.87641,0.423,0.80589,0.0009638,0.0009638,0.0009638
159,33905.8,1.1709,0.47649,0.78877,0.99124,0.97479,0.98944,0.71299,0.8838,0.4027,0.80866,0.0009572,0.0009572,0.0009572
160,34145.3,1.12891,0.45839,0.79248,0.9915,0.98047,0.9942,0.71615,0.8491,0.39002,0.80817,0.0009506,0.0009506,0.0009506
161,34330.7,1.19956,0.48261,0.80251,0.99153,0.96639,0.99434,0.7057,0.88372,0.41173,0.81397,0.000944,0.000944,0.000944
162,34549.1,1.18361,0.48332,0.80412,0.97955,0.98319,0.99317,0.7179,0.92113,0.4747,0.81553,0.0009374,0.0009374,0.0009374
163,34749,1.22939,0.47856,0.79404,0.98314,0.97985,0.99359,0.70955,0.86479,0.41306,0.81077,0.0009308,0.0009308,0.0009308
164,34949.9,1.21313,0.48107,0.79562,0.98668,0.98319,0.99389,0.72231,0.85317,0.44654,0.808,0.0009242,0.0009242,0.0009242
165,35153.3,1.23093,0.47527,0.7933,0.98793,0.9916,0.99441,0.70622,0.90483,0.40017,0.80924,0.0009176,0.0009176,0.0009176
166,35370.9,1.17617,0.47809,0.80701,0.98313,0.97925,0.99314,0.71291,0.9426,0.425,0.8136,0.000911,0.000911,0.000911
167,35578.7,1.17869,0.47899,0.79533,0.97485,0.97722,0.99246,0.71815,0.86309,0.47491,0.81009,0.0009044,0.0009044,0.0009044
168,35787.4,1.12357,0.44244,0.78492,0.99664,0.96639,0.99395,0.70935,0.83874,0.44202,0.80871,0.0008978,0.0008978,0.0008978
169,35986.1,1.17219,0.47621,0.80602,0.99883,0.98319,0.99429,0.70974,0.89314,0.46054,0.81152,0.0008912,0.0008912,0.0008912
170,36208.1,1.17879,0.46793,0.79955,0.98309,0.97729,0.99395,0.73301,0.88704,0.44511,0.81307,0.0008846,0.0008846,0.0008846
171,36413.8,1.1737,0.45863,0.79791,0.99772,0.98319,0.99429,0.73171,0.86364,0.41658,0.80677,0.000878,0.000878,0.000878
172,36612.1,1.17018,0.46945,0.79646,0.99838,0.98319,0.99422,0.72072,0.8489,0.40743,0.80847,0.0008714,0.0008714,0.0008714
