epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,3887.27,1.15635,0.47828,0.79267,0.99147,0.97706,0.99433,0.70233,0.85897,0.50676,0.80367,0.000812,0.000812,0.000812
182,3908.62,1.17203,0.46682,0.78779,0.98735,0.98319,0.99475,0.70637,0.85139,0.43643,0.80228,0.0008054,0.0008054,0.0008054
183,3929.91,1.16756,0.47692,0.79004,0.97635,0.98319,0.99417,0.7201,0.9053,0.46912,0.80364,0.0007988,0.0007988,0.0007988
184,3951.13,1.17869,0.46931,0.7899,0.99001,0.98319,0.99466,0.71948,0.90598,0.5085,0.80724,0.0007922,0.0007922,0.0007922
185,3972.54,1.15492,0.47716,0.80395,0.98735,0.98319,0.99467,0.72785,0.87717,0.4861,0.80698,0.0007856,0.0007856,0.0007856
186,3993.94,1.13496,0.47717,0.78487,0.98651,0.98319,0.9945,0.70287,0.87874,0.46766,0.80917,0.000779,0.000779,0.000779
187,4015.31,1.15905,0.45789,0.8002,1,0.98548,0.995,0.71775,0.8409,0.42366,0.80275,0.0007724,0.0007724,0.0007724
188,4036.82,1.12608,0.45865,0.79693,0.99151,0.981,0.99475,0.71672,0.85962,0.40035,0.80476,0.0007658,0.0007658,0.0007658
189,4058.21,1.15026,0.45857,0.79099,0.99143,0.97235,0.9945,0.71829,0.84037,0.43038,0.80307,0.0007592,0.0007592,0.0007592
190,4079.47,1.12552,0.45928,0.77743,0.98309,0.97689,0.99407,0.70929,0.86192,0.44481,0.80288,0.0007526,0.0007526,0.0007526
191,4100.82,1.17677,0.4655,0.8071,0.99152,0.98261,0.99458,0.71931,0.91688,0.40662,0.80628,0.000746,0.000746,0.000746
192,4122.14,1.11978,0.46225,0.7937,1,0.97836,0.99422,0.71051,0.94601,0.4525,0.80865,0.0007394,0.0007394,0.0007394
193,4143.6,1.15628,0.4653,0.79065,0.97467,0.96988,0.99208,0.72493,0.8434,0.47382,0.80388,0.0007328,0.0007328,0.0007328
194,4164.94,1.1763,0.47991,0.78761,0.99178,0.95798,0.99387,0.72423,0.80572,0.41579,0.80224,0.0007262,0.0007262,0.0007262
195,4186.42,1.1771,0.45648,0.79876,0.99246,0.98319,0.99483,0.73286,0.87008,0.42932,0.80734,0.0007196,0.0007196,0.0007196
196,4207.68,1.15855,0.47109,0.79372,0.9831,0.97773,0.99317,0.72588,0.83746,0.49359,0.80531,0.000713,0.000713,0.000713
197,4229.31,1.13936,0.46906,0.79005,0.99143,0.9719,0.99405,0.71481,0.83997,0.44141,0.80417,0.0007064,0.0007064,0.0007064
198,4250.57,1.11957,0.46373,0.79513,1,0.97991,0.99492,0.7264,0.84755,0.4722,0.80457,0.0006998,0.0006998,0.0006998
199,4271.83,1.13447,0.454,0.77736,1,0.98513,0.995,0.73049,0.85996,0.52301,0.80432,0.0006932,0.0006932,0.0006932
200,4293.37,1.15743,0.46939,0.78154,0.99155,0.98568,0.99466,0.72788,0.85109,0.48585,0.8047,0.0006866,0.0006866,0.0006866
201,4314.96,1.14536,0.45704,0.79488,0.98324,0.98581,0.99407,0.71985,0.85434,0.43905,0.80505,0.00068,0.00068,0.00068
202,4336.32,1.15672,0.46623,0.79033,0.98124,0.98319,0.99399,0.7265,0.80138,0.40944,0.7995,0.0006734,0.0006734,0.0006734
203,4357.65,1.14563,0.46626,0.79203,0.99148,0.97783,0.99434,0.71651,0.81787,0.40967,0.80066,0.0006668,0.0006668,0.0006668
204,4379.05,1.17464,0.47597,0.79398,1,0.97961,0.99408,0.72669,0.85033,0.44915,0.8031,0.0006602,0.0006602,0.0006602
205,4400.47,1.12218,0.46457,0.80131,1,0.97227,0.99355,0.72336,0.85961,0.4817,0.80242,0.0006536,0.0006536,0.0006536
206,4421.84,1.1564,0.46918,0.7987,1,0.98802,0.995,0.71862,0.87857,0.47546,0.80545,0.000647,0.000647,0.000647
207,4443.12,1.12503,0.44828,0.79189,0.9855,0.97479,0.99433,0.72226,0.84094,0.4516,0.80404,0.0006404,0.0006404,0.0006404
208,4464.39,1.10627,0.4548,0.79501,0.99724,0.98319,0.99437,0.73676,0.82104,0.40175,0.80079,0.0006338,0.0006338,0.0006338
209,4485.82,1.11459,0.45033,0.78814,0.99277,0.97479,0.99467,0.71734,0.82598,0.487,0.80117,0.0006272,0.0006272,0.0006272
210,4507.16,1.11525,0.46876,0.77674,0.99803,0.98319,0.99408,0.72327,0.83108,0.46611,0.80537,0.0006206,0.0006206,0.0006206
211,4528.55,1.15414,0.45861,0.7909,0.99685,0.97479,0.9937,0.7112,0.83137,0.49172,0.80424,0.000614,0.000614,0.000614
212,4549.92,1.12575,0.45758,0.79513,1,0.97347,0.99357,0.72221,0.83861,0.50621,0.80377,0.0006074,0.0006074,0.0006074
213,4571.48,1.12186,0.4646,0.78872,1,0.96816,0.99373,0.72477,0.80482,0.53483,0.80069,0.0006008,0.0006008,0.0006008
214,4592.94,1.14424,0.45872,0.79011,1,0.96472,0.99426,0.72544,0.81823,0.54425,0.8046,0.0005942,0.0005942,0.0005942
215,4614.14,1.12957,0.43991,0.79525,1,0.98259,0.99483,0.7227,0.83501,0.50953,0.80365,0.0005876,0.0005876,0.0005876
216,4635.43,1.10132,0.43168,0.78524,0.9935,0.97479,0.9945,0.7287,0.85651,0.52119,0.80436,0.000581,0.000581,0.000581
217,4657.16,1.13433,0.45387,0.78025,1,0.97949,0.99492,0.72643,0.82702,0.44999,0.80099,0.0005744,0.0005744,0.0005744
218,4678.63,1.10509,0.44551,0.78817,1,0.97932,0.99467,0.73898,0.80959,0.44026,0.79924,0.0005678,0.0005678,0.0005678
219,4700,1.13637,0.44386,0.78387,1,0.96637,0.99442,0.72458,0.85337,0.4284,0.80493,0.0005612,0.0005612,0.0005612
220,4721.25,1.18136,0.47519,0.79437,0.99735,0.98319,0.99492,0.73387,0.8375,0.43173,0.80295,0.0005546,0.0005546,0.0005546
221,4742.82,1.1569,0.44866,0.79685,1,0.98592,0.995,0.72566,0.83048,0.47431,0.80548,0.000548,0.000548,0.000548
222,4764.02,1.14125,0.45031,0.79771,0.99592,0.98319,0.99467,0.72421,0.84837,0.42584,0.80737,0.0005414,0.0005414,0.0005414
223,4785.24,1.08037,0.4518,0.78804,0.99671,0.98319,0.99467,0.72391,0.83633,0.44612,0.8036,0.0005348,0.0005348,0.0005348
224,4806.5,1.13108,0.45061,0.7818,0.9875,0.98319,0.99441,0.72318,0.82664,0.44561,0.8031,0.0005282,0.0005282,0.0005282
225,4827.75,1.12564,0.45226,0.78541,0.99137,0.96564,0.99365,0.71556,0.86594,0.42205,0.80478,0.0005216,0.0005216,0.0005216
226,4848.94,1.08598,0.42477,0.79694,0.99685,0.98319,0.99415,0.72171,0.82583,0.42927,0.8021,0.000515,0.000515,0.000515
227,4869.99,1.1111,0.43936,0.78991,0.99143,0.97226,0.99334,0.72491,0.82079,0.42119,0.80323,0.0005084,0.0005084,0.0005084
228,4891.03,1.11558,0.45437,0.7869,0.99693,0.98319,0.99429,0.7283,0.81463,0.44421,0.80449,0.0005018,0.0005018,0.0005018
229,4912.36,1.09114,0.43741,0.7901,0.99857,0.98319,0.99459,0.72786,0.86578,0.48374,0.80557,0.0004952,0.0004952,0.0004952
230,4933.59,1.10489,0.43485,0.78177,0.9899,0.98319,0.99402,0.72991,0.8739,0.46117,0.8055,0.0004886,0.0004886,0.0004886
231,4954.66,1.15491,0.45216,0.79985,0.98966,0.98319,0.99402,0.72053,0.8662,0.49092,0.80595,0.000482,0.000482,0.000482
232,4975.97,1.11769,0.45043,0.77753,0.99588,0.98319,0.99437,0.71835,0.89445,0.44845,0.80547,0.0004754,0.0004754,0.0004754
233,4997.23,1.1429,0.43965,0.79717,0.99783,0.98319,0.99415,0.71659,0.84871,0.4487,0.80424,0.0004688,0.0004688,0.0004688
234,5018.38,1.12786,0.44036,0.79222,0.98801,0.98319,0.99343,0.71786,0.81802,0.39448,0.80259,0.0004622,0.0004622,0.0004622
235,5039.53,1.13283,0.45902,0.78927,0.98633,0.98319,0.9929,0.71674,0.86647,0.41808,0.80336,0.0004556,0.0004556,0.0004556
236,5060.84,1.12777,0.45271,0.79275,0.9977,0.98319,0.99355,0.71698,0.83743,0.3953,0.80318,0.000449,0.000449,0.000449
237,5082.06,1.1118,0.44253,0.78529,0.98317,0.98186,0.99313,0.72778,0.83907,0.39018,0.80185,0.0004424,0.0004424,0.0004424
238,5103.26,1.09973,0.43828,0.78781,0.99809,0.98319,0.99437,0.72582,0.83463,0.39616,0.80165,0.0004358,0.0004358,0.0004358
239,5124.28,1.12243,0.4647,0.77975,1,0.97779,0.99394,0.72274,0.84311,0.4631,0.80472,0.0004292,0.0004292,0.0004292
240,5145.41,1.0982,0.46127,0.7783,1,0.97545,0.99408,0.71474,0.86173,0.46561,0.80631,0.0004226,0.0004226,0.0004226
241,5166.66,1.09995,0.43494,0.80049,1,0.95736,0.99403,0.71339,0.8667,0.50633,0.80563,0.000416,0.000416,0.000416
242,5187.71,1.11311,0.43081,0.79075,1,0.9721,0.99428,0.72437,0.86722,0.47912,0.80549,0.0004094,0.0004094,0.0004094
243,5208.82,1.11041,0.44227,0.79905,1,0.97598,0.99444,0.72501,0.85674,0.49027,0.80693,0.0004028,0.0004028,0.0004028
244,5230.05,1.07217,0.4272,0.78989,0.99148,0.97763,0.99391,0.73029,0.86273,0.4845,0.80471,0.0003962,0.0003962,0.0003962
245,5251.47,1.12549,0.43694,0.78454,1,0.98133,0.99429,0.72426,0.85914,0.49338,0.80426,0.0003896,0.0003896,0.0003896
246,5272.85,1.1063,0.43895,0.79163,0.99481,0.97479,0.99364,0.72802,0.85214,0.511,0.80412,0.000383,0.000383,0.000383
247,5294.35,1.06746,0.43966,0.78809,0.99074,0.97479,0.99412,0.72064,0.84883,0.55539,0.80518,0.0003764,0.0003764,0.0003764
248,5315.69,1.10366,0.42897,0.79287,0.98326,0.96639,0.98842,0.72033,0.87109,0.48594,0.8041,0.0003698,0.0003698,0.0003698
249,5337.11,1.09337,0.42906,0.79127,0.99152,0.98319,0.99408,0.72948,0.81053,0.44858,0.80164,0.0003632,0.0003632,0.0003632
250,5358.78,1.122,0.43029,0.80428,0.98984,0.98319,0.99421,0.72276,0.8433,0.45877,0.80423,0.0003566,0.0003566,0.0003566
251,5380.18,1.05438,0.41628,0.78783,0.99015,0.98319,0.99437,0.7235,0.85218,0.45115,0.80619,0.00035,0.00035,0.00035
252,5401.58,1.10338,0.43883,0.79004,0.99613,0.98319,0.99429,0.72429,0.85563,0.42969,0.80504,0.0003434,0.0003434,0.0003434
253,5422.97,1.08555,0.4381,0.79499,0.99588,0.98319,0.99422,0.72667,0.87255,0.42656,0.80663,0.0003368,0.0003368,0.0003368
254,5444.4,1.06728,0.4315,0.79166,0.98298,0.9707,0.99364,0.7287,0.86943,0.47885,0.80349,0.0003302,0.0003302,0.0003302
255,5465.83,1.12327,0.43788,0.79346,0.98305,0.97446,0.99365,0.73458,0.86764,0.46646,0.80249,0.0003236,0.0003236,0.0003236
256,5487.33,1.15859,0.45686,0.79018,0.99145,0.97502,0.99442,0.73478,0.84904,0.45576,0.80292,0.000317,0.000317,0.000317
257,5508.61,1.07051,0.43532,0.7854,0.99667,0.97479,0.99443,0.73041,0.86122,0.49569,0.80418,0.0003104,0.0003104,0.0003104
258,5530.18,1.07378,0.42702,0.79831,0.99422,0.96639,0.99341,0.72116,0.84363,0.51314,0.80459,0.0003038,0.0003038,0.0003038
259,5551.71,1.10732,0.43942,0.77628,1,0.97338,0.9933,0.71977,0.82464,0.5208,0.80268,0.0002972,0.0002972,0.0002972
260,5573.13,1.0784,0.4528,0.787,0.99764,0.97479,0.99398,0.73372,0.83487,0.55079,0.80363,0.0002906,0.0002906,0.0002906
261,5594.46,1.08518,0.43559,0.79066,1,0.98093,0.99415,0.73367,0.83385,0.49266,0.8026,0.000284,0.000284,0.000284
262,5616.07,1.10931,0.43208,0.79114,0.99146,0.97605,0.99459,0.73738,0.84777,0.52713,0.80254,0.0002774,0.0002774,0.0002774
263,5637.36,1.07205,0.4304,0.77632,1,0.97445,0.99443,0.73769,0.86282,0.55978,0.80277,0.0002708,0.0002708,0.0002708
264,5658.74,1.09294,0.4247,0.80245,0.99177,0.96639,0.99442,0.736,0.83547,0.53333,0.80257,0.0002642,0.0002642,0.0002642
265,5680.09,1.0878,0.43519,0.79574,1,0.97356,0.99467,0.7284,0.85906,0.51899,0.80266,0.0002576,0.0002576,0.0002576
266,5701.6,1.11738,0.43313,0.7964,0.99669,0.97479,0.99467,0.7256,0.88949,0.5297,0.80366,0.000251,0.000251,0.000251
267,5723.05,1.08671,0.43471,0.78582,0.99351,0.96639,0.99002,0.7267,0.88986,0.50193,0.80454,0.0002444,0.0002444,0.0002444
268,5744.62,1.1343,0.43964,0.78447,1,0.98017,0.995,0.72365,0.89416,0.4669,0.8037,0.0002378,0.0002378,0.0002378
269,5765.88,1.0795,0.44032,0.78632,0.99776,0.98319,0.99492,0.7223,0.88453,0.4561,0.8031,0.0002312,0.0002312,0.0002312
270,5787.34,1.1022,0.43006,0.79525,0.99427,0.97479,0.99483,0.72478,0.88848,0.47522,0.80325,0.0002246,0.0002246,0.0002246
271,5808.87,1.0546,0.42261,0.78898,1,0.98199,0.995,0.72414,0.88278,0.47644,0.80339,0.000218,0.000218,0.000218
272,5830.15,1.06598,0.43297,0.78745,0.99149,0.97893,0.99433,0.72152,0.87328,0.5038,0.80252,0.0002114,0.0002114,0.0002114
273,5851.55,1.07544,0.43696,0.78515,1,0.97403,0.99394,0.73382,0.88733,0.48063,0.80379,0.0002048,0.0002048,0.0002048
274,5872.87,1.06477,0.43719,0.77659,1,0.98317,0.99381,0.7319,0.86739,0.45335,0.8021,0.0001982,0.0001982,0.0001982
275,5894.46,1.09594,0.46099,0.78708,0.99498,0.98319,0.99408,0.7271,0.87167,0.44424,0.80366,0.0001916,0.0001916,0.0001916
276,5915.85,1.05118,0.42456,0.79106,0.99277,0.97479,0.99398,0.72018,0.87351,0.48922,0.80283,0.000185,0.000185,0.000185
277,5937.09,1.10384,0.42449,0.79175,0.9893,0.97479,0.99391,0.73126,0.85145,0.49054,0.80393,0.0001784,0.0001784,0.0001784
278,5958.45,1.11352,0.43234,0.78503,0.99299,0.97479,0.99428,0.71821,0.85142,0.47397,0.80492,0.0001718,0.0001718,0.0001718
279,5980.15,1.0815,0.42807,0.78775,0.99691,0.98319,0.99429,0.72177,0.85463,0.46136,0.80386,0.0001652,0.0001652,0.0001652
280,6001.43,1.07158,0.42255,0.78765,0.99625,0.98319,0.99422,0.72728,0.87543,0.4745,0.80435,0.0001586,0.0001586,0.0001586
281,6022.87,1.07564,0.43448,0.79067,0.99288,0.97479,0.99428,0.73068,0.87268,0.49224,0.80383,0.000152,0.000152,0.000152
282,6044.28,1.08903,0.44239,0.79397,0.98653,0.97479,0.99317,0.72608,0.87918,0.51985,0.80353,0.0001454,0.0001454,0.0001454
283,6066.25,1.07388,0.43565,0.78128,0.99567,0.97479,0.99403,0.72959,0.85388,0.53241,0.80303,0.0001388,0.0001388,0.0001388
284,6087.76,1.04653,0.43371,0.78539,0.99542,0.97479,0.99436,0.73032,0.85512,0.52966,0.80258,0.0001322,0.0001322,0.0001322
285,6109.31,1.09121,0.42848,0.79198,0.99678,0.97479,0.99428,0.73372,0.85685,0.48966,0.80348,0.0001256,0.0001256,0.0001256
286,6130.86,1.07745,0.42695,0.78334,0.99709,0.97479,0.99421,0.72798,0.85007,0.49811,0.80301,0.000119,0.000119,0.000119
287,6152.73,1.03216,0.41748,0.79236,0.99849,0.97479,0.99376,0.72639,0.85509,0.50823,0.80314,0.0001124,0.0001124,0.0001124
288,6174.47,1.07335,0.42692,0.79051,0.99775,0.97479,0.99376,0.72529,0.86058,0.52878,0.80314,0.0001058,0.0001058,0.0001058
289,6195.85,1.04594,0.40324,0.78715,1,0.97254,0.99383,0.72747,0.86001,0.52792,0.80317,9.92e-05,9.92e-05,9.92e-05
290,6217.15,1.05845,0.42213,0.80579,1,0.97466,0.99412,0.72811,0.86608,0.51038,0.80238,9.26e-05,9.26e-05,9.26e-05
291,55.0104,0.70156,0.28442,0.45198,1,0.96622,0.99399,0.71875,0.52764,0.24974,0.47855,8.6e-05,8.6e-05,8.6e-05
292,98.2992,0.6738,0.25709,0.45614,0.99137,0.96493,0.99292,0.71939,0.51813,0.26274,0.47802,7.94e-05,7.94e-05,7.94e-05
293,140.782,0.69569,0.26135,0.45701,1,0.96394,0.99358,0.72457,0.51699,0.26259,0.47801,7.28e-05,7.28e-05,7.28e-05
294,183.102,0.69948,0.25996,0.45682,0.9829,0.96591,0.99255,0.72838,0.50808,0.26389,0.47828,6.62e-05,6.62e-05,6.62e-05
295,225.546,0.69592,0.28373,0.45798,0.97476,0.96639,0.99248,0.72881,0.50989,0.25785,0.47838,5.96e-05,5.96e-05,5.96e-05
296,267.71,0.68919,0.2582,0.4479,0.9712,0.96639,0.99174,0.72742,0.51393,0.25546,0.47861,5.3e-05,5.3e-05,5.3e-05
297,309.97,0.67294,0.26589,0.45138,0.98297,0.97028,0.99356,0.72415,0.51319,0.25344,0.47797,4.64e-05,4.64e-05,4.64e-05
298,352.1,0.66577,0.25529,0.43539,0.98292,0.97479,0.99331,0.7222,0.51165,0.25426,0.47863,3.98e-05,3.98e-05,3.98e-05
299,394.466,0.67554,0.26854,0.45236,0.98028,0.97479,0.99319,0.72684,0.51337,0.25255,0.4785,3.32e-05,3.32e-05,3.32e-05
300,436.659,0.68049,0.26674,0.45025,0.98021,0.97479,0.99311,0.72394,0.51429,0.25511,0.47858,2.66e-05,2.66e-05,2.66e-05
